text,trust,fear,surprise,sadness,disgust,anger,anticipation,joy
Pengacara Setya Novanto: Anggota DPR Takut Gunakan Hak Imunitas,0,1,0,0,0,0,0,0
Pengacara Setya Novanto: JK Harus Seperti Jokowi,1,0,0,0,0,0,0,0
Pengacara Setya Novanto Siapkan Bukti untuk Buka Borok KPK,0,0,0,0,0,0,1,0
PENGACARA: SETYA NOVANTO INGIN TEMUI JOKOWI,0,0,0,0,0,0,0,1
Pengacara Setya Novanto Tuding Wapres JK Bikin Gaduh,0,0,0,0,0,1,0,0
"Pengacara Setya Novanto Akan Bongkar Borok KPK: Pelan-pelan, Ini Baru Ronde Pertama",1,0,0,0,0,0,0,0
Pengacara Setya Novanto Siapkan Bukti untuk Buka Borok KPK,0,0,0,0,0,0,0,1
Pengacara Setya Novanto Siapkan Bukti untuk Buka Borok KPK,0,0,0,0,0,0,1,0
"Setya Novanto 'Menghilang', Pengacara: Ada Tugas Negara, Sangat Urgen",1,0,0,0,0,0,0,0
Setya Novanto : Generasi milenial Pancasila harus menjiwai ideologi Pancasila #53thGolkar,0,0,0,0,0,0,0,1
Setya Novanto Sempat Minta Pengacara Menemuinya di Rumah,0,0,0,0,0,0,1,0
Pengacara Setya Novanto Ancam Bongkar Borok-borok KPK Ini di Antaranya,0,0,0,0,0,0,0,1
Pengacara Setya Novanto: Anggota DPR Takut Gunakan Hak Imunitas,0,1,0,0,0,0,0,0
"Setya Novanto Menang Praperadilan, Partai Golkar Cermati Langkah KPK",1,0,0,0,0,0,0,0
Pengacara Setya Novanto Akan Laporkan Tindakan KPK ke Jokowi,0,0,0,0,0,1,0,0
"Pengacara Setya Novanto Ancam Bongkar Korupsi di KPK, Begini Katanya",0,0,0,0,0,1,0,0
Pengacara Setya Novanto Ancam Bongkar Borok-borok KPK Ini di Antaranya,0,0,0,0,0,1,0,0
"@Gerindra @prabowo Nih buktinya .. makanya kalo janji, sombong saat kampanye mikir dulu .. beli indosat, buka 10jt…",0,0,0,0,0,1,0,0
"@Gerindra #PilihanPrabowo MENANG ~ @prabowo PRESIDEN ~ @Gerindra SUKSES .... Akan Wujudkan NKRI Yang Berdaulat, Dih…",0,0,0,0,0,0,0,1
@fadlizon @prabowo @Gerindra Mau ke musholah sholay isya' lihat kompas tv. Foto dulu ahh...\nSambil jalan cuma bisa…,0,0,0,0,0,0,0,1
@fadlizon @Gerindra @prabowo Karep mu,0,0,0,0,0,1,0,0
@fadlizon @prabowo @Gerindra INSYA ALLAH Bapak @prabowo PRESIDEN @Gerindra MENANG ... AAMIIN !,0,0,0,0,0,0,0,1
@Gerindra biar ketahuan siapa brutus di ring 1 nya.,0,0,0,0,0,0,0,1
@Gerindra @menristekdikti Anyong  bertanya . Apakah dosen yg blg kitab suci fiksi pantas di iu?,0,0,0,0,0,1,0,0
@Gerindra @prabowo tolong dibantu pedagang kaos yg gak laku ini =,0,0,0,1,0,0,0,0
"@Gerindra @prabowo Gimana kalau mencetak rupiah sebanyak nya spt dollar, sekarang suruh Jkw intervensi BI. Min...mi…",0,0,0,0,0,0,0,1
@dadang_wibawa @fadlizon @DPR_RI @Gerindra @HeriGunawan88 @Bambang_HaryoS Terus terang anda bilang agama di perjual…,0,0,0,0,1,0,0,0
@fadlizon @Gerindra @prabowo Si zonk semakin panik dan menunjukkan kurang pinter malah nampak ngawur.,0,0,0,0,0,1,0,0
@fadlizon @Gerindra @prabowo Poling sendiri. Yg jawab pendukungnya sendiri. Udah tau di bohonge percaya aj. Koplak lo zon,0,0,0,0,0,1,0,0
Fadli Zon: Ada Upaya Penggiringan Opini agar Prabowo Tak Jadi Capres 2019,1,0,0,0,0,0,0,0
Ada yang ingin pake kursi Gerindra untuk nyapres. Kita sudah tahu siapakan mereka? yang pasti bukan dari pihak Joko…,1,0,0,0,0,0,0,0
@Gerindra Lu juga sama .selalu menggiring opini .agar rakyat membenci pemerintaan,0,0,0,0,1,0,0,0
"@fadlizon Kalau cuma 2 poros, sy yakin jokowi bisa dikalahkan. Kalau muncul poros ke 3 suara #2019GantiPresiden bis…",1,0,0,0,0,0,0,0
@Gerindra @prabowo Hahaha lagi2 asjep !!!,0,0,0,0,1,0,0,0
@e_pph @fadlizon @Gerindra @GeneralMoeldoko @PDIPOnline Kalau LOE FADLI ZOON MEMALUKAN\nJrn mulutmu itu..trnyata doyan ngemplang,0,0,0,0,0,1,0,0
@fadlizon @Gerindra @prabowo Tinggal hitung folownya Fadli sm dengan pemilih gerindra cuma sgitu doang,0,0,0,0,0,0,1,0
@Gerindra @fadlizon @prabowo Indonesia aman aman aja kok...,1,0,0,0,0,0,0,0
@ghuruminda3 @irw4n5y4h1 @fadlizon @prabowo @Gerindra Amiin amiin amiin yra Pak@jokowi Tetap semangat untuk #…,0,0,0,0,0,0,0,1
@Gerindra @menristekdikti admin bertanya oada @prabowo: kenapa bayar admin yg bego kayak gini seh? cari admin yg bi…,0,0,0,0,0,1,0,0
@tribunnews Bukan gak sehat bung @fadlizon emang pak @prabowo sdh gk layak utk maju nyapres dilihat dr usia dan kes…,0,0,0,0,0,1,0,0
@goesroed @ValentinoFebry3 @Gerindra @fadlizon @prabowo Kan bareng ama keluarga lo semua! Kan yng ngajakin nenek mu…,0,0,0,0,0,1,0,0
@aewin86 @Gerindra @prabowo Jadi klo dollar dibawah 10 rb itu hasil kerja BI apa Pemerintah..?,0,0,0,0,0,0,1,0
@Gerindra @prabowo padahal 2014 lalu yg ngomong itu para pakar dan analisis yg merangkap jadi tim sukses.\n*ngibul tiada henti.,0,0,0,0,0,1,0,0
"@Gerindra @prabowo Dulu ini Hoax gedhe baget,,optimisme yang besar hingga mengabaikan peran Tuhn",0,0,0,0,1,0,0,0
@fadlizon @Gerindra @prabowo Jgn pernah Launching produk baru yang 2x Gagal -JANGAN,0,0,0,0,1,0,0,0
@aewin86 @Gerindra @prabowo Itu janji gembar gembor waktu kampanye pilpres taun 2014 kata nya kalau owi presiden ny…,0,0,0,0,0,1,0,0
"@mbah_karto5 @fadlizon @Gerindra @prabowo Katanya fiksi mau jd nyata 2030 indonesia ancur to,semprul uteke",0,0,0,0,0,1,0,0
@lutfimalik @ridwankamil aku warga jakarta dukung cara kerja pak ridwan kamil..indonesia harus banyak pemimpin yg b…,1,0,0,0,0,0,0,0
Teuteup saya mah @ridwankamil ... #RinduJabarJuara1,0,0,0,0,0,0,0,1
"Bp. @ridwankamil Masuk Peringkat 50 Besar Pemimpin Terbaik Dunia,\nberikut beserta Prestasi2 yg telah beliau raih...…",0,0,0,0,0,0,0,1
Ridwan Kamil oke juga tuh buat jawa barat.,0,0,0,0,0,0,0,1
"Krisis dan kekurangan air, akan ditanggulangi oleh program Pembangunan Waduk Baru (Tegalluar, Santosa, Sadawarna, C…",0,0,0,0,0,0,1,0
"Debat Soal Citarum dengan Ridwan Kamil, Deddy Mizwar Balik Badan",0,1,0,0,0,0,0,0
"#WartaBDG Debat Soal Citarum dengan Ridwan Kamil, Deddy Mizwar Balik Badan",0,1,0,0,0,0,0,0
"Klaim Kang Uu soal impor beras Tasik adalah sebuah kemantapan, yes? #DebatPilgubJabar",0,0,0,0,0,0,0,1
"Debat Soal Citarum dengan Ridwan Kamil, Deddy Mizwar Balik Badan",0,1,0,0,0,0,0,0
"jelas kan? Banjir Bandung, penyebabnya bukan kota Bandung.\njustru Pasangan #Rindu sebagai gubernur mengatasinya den…",0,0,0,0,0,0,1,0
"#JabarPilihAsyik filing mah kang @ridwankamil nu juara di jabar,mn program mah kbeh alus kcuali nu tdi kmpanye capr…",0,0,0,0,0,0,0,1
Ini langkah inisiatif Pangdam III Siliwangi yang mengusulkan program penataan Sungai Citarum agar lbh baik dan bers…,0,0,0,0,0,0,1,0
"Kalau Saya sih yakin, siapapun Gubernur Jawa Barat yg jadi nanti @ridwankamil  atau Jend. Sudradjat atau Pak Demiz…",1,0,0,0,0,0,0,0
"Ridwan Kamil:\n'Urusan Jawa Barat serahkan pd kami yg muda, yg brpengalqman menimpin.'\n\nIni closing yg bagus. Tapi b…",1,0,0,0,0,0,0,0
"@sahawae_885 @lutfimalik @ridwankamil Tong d tingali fisik na, siapa tau kerja na nanti lebih baik",1,0,0,0,0,0,0,0
"Ridwan Kamil Sindir Citarum, Deddy Mizwar: Pengetahuan Anda Kurang via @idntimes",0,0,0,0,0,1,0,0
Retweeted ridwan kamil (@ridwankamil):\n\nTurut berduka cita untuk para korban dan masyarakat Surabaya. Mengutuk kera…,0,0,0,1,0,0,0,0
"@ridwankamil Kenapa debat sih? Ga diskusi aja? Makin seru debatnya, rating acara tv nya naik? Terus iklannya jadi mahal ya.. gitu ya..",0,0,0,0,0,0,1,0
Makin yakin sama Program yg ingin menyulap citarum yg terkenal sungai terkotor mnjd sungI terindah @ridwankamil…,1,0,0,0,0,0,0,0
"yg ribut kayaknya simpatisan calon 2 dan 3 (secara diusung PDIP &amp; Gerindra PKS), yg bakal bersaing menang kayaknya…",0,1,0,0,0,0,0,0
"*Admin* saksikan sekarang, live debat pilgub Jabar. di Trans7 dan i-News . Hatur nuhun.",0,0,0,0,0,0,0,1
siap 86... retweet aku di baca engga sm kang emil. d baca engga. d baca engga.. d baca engga. di baca engga?…,0,0,0,0,0,0,0,1
Terima kasih bagi yang sudah menyaksikan Debat Kedua #PilgubJabar2018 tadi. Semoga semakin yakin untuk menentukan p…,0,0,0,0,0,0,0,1
"Debat Soal Citarum dengan Ridwan Kamil, Deddy Mizwar Balik Badan",0,1,0,0,0,0,0,0
"jelas kan? Banjir Bandung, penyebabnya bukan kota Bandung.\njustru Pasangan #Rindu sebagai gubernur mengatasinya den…",1,0,0,0,0,0,0,0
"Menutup debat, @ridwankamil: kami beruda adalah anak-anak muda yang semangat membawa perubahan.\n\n#DebatPilgubJabar…",0,0,0,0,0,0,0,1
"@Gilang_Mahesa @ridwankamil @Deddy_Mizwar_ Sy prnh pk mesin parkir dpn aloysius, awal ny agak ribet, tp kl udh bias…",0,0,0,0,0,0,0,1
Debat tadi semakin meyakinkan saya jika Jawa Barat memang butuh sosok seperti Kang @ridwankamil terlihat beliau leb…,1,0,0,0,0,0,0,0
"@BangUcu @ridwankamil Terus bablas ke Tarumajaya juga,biar tau jalan rusak dan sampah2 d pinggir jalan yg di abaikan pemkab bekasi",1,0,0,0,0,0,0,0
#RINDUJabarJuara1 aq memang bukan warga jabar..tapi salut juga soal pengetahuan kang @ridwankamil dalam pemaparan…,0,0,0,0,0,0,0,1
@lutfimalik @ridwankamil Kang @ridwankamil coba kang uu diajarin cr berbicara d publik biar lbh tertata dan apa yg…,0,1,0,0,0,0,0,0
"Debat Soal Citarum dengan Ridwan Kamil, Deddy Mizwar Balik Badan",0,0,0,0,0,0,0,1
"@ridwankamil Jangan ikutan tetangga sebelah,,ah,,ko emosi ya,,padahal cuma sama Kaos#....saya tetap RINDU jadi juara..",0,0,0,0,0,0,0,1
Dinamika sosial yg tetap harus terselesaikan untuk pembangunan dan penataan lingkungan yang lebih baik.…,1,0,0,0,0,0,0,0
"#RinduPerubahan #PilkadaJabar2018 #RINDUJabarJuara1 meni herang euy caina, mudah-mudahan sungai citarum bisa kos ki…",0,0,0,0,0,0,0,1
Udah lah kang @ridwankamil unggul di semua aspek. Paslon lain mah lucu lucu an aja sebenernya mah..,0,0,0,0,0,0,0,1
Selesai #DebatPilgubJabar jadi makin yakin sama Pak Major @ridwankamil \n\n#RinduJabarJuara1,0,0,0,0,0,0,0,1
"Hatur Nuhun utk Paslon Gubernur JaBar, 1. Ridwan Kamil, 2 Tb. Hasanuddin dan 4. Deddy Mizwar... Good Job !!!",0,0,0,0,0,0,0,1
Bersama pasangan rindu pencemaran sungai citarum 2018 pasti tuntas karena program nya diyakini bisa menyelesaikan…,0,0,0,0,0,0,1,0
"Debat Soal Citarum dengan Ridwan Kamil, Deddy Mizwar Balik Badan",0,1,0,0,0,0,0,0
"jelas kan? Banjir Bandung, penyebabnya bukan kota Bandung.\njustru Pasangan #Rindu sebagai gubernur mengatasinya den…",0,0,0,0,0,0,1,0
"Mapag Ramadhan Kelurahan Rancabolang yg dihadiri Bp Camat, Sekcam dan keluarga besar @KELRANCABOLANG di Aula Ktr Ke…",0,0,0,0,0,0,0,1
Jawa timur bisa bantu doa pakde @ganjarpranowo\n\n#KamiGanjarYasin,0,0,0,0,0,0,0,1
@OfficialiNewsTV @ganjarpranowo @TajYasinMZ @sudirmansaid @idafauziyah no.2 mantaap,0,0,0,0,0,0,0,1
@PutraNababan 2 periode @ganjarpranowo debatnya mantab....,0,0,0,0,0,0,0,1
"\Akhirnya semua bisa mendapatkan akses. Jika ini bisa kita lanjutkan, maka kita bisa membuka lebih banyak lapangan…",1,0,0,0,0,0,0,0
Yaaah datanya salah...,0,1,0,0,0,0,0,0
"La ngene kok meh mimpin Jateng?? Membual dengan data yang salah..\nSalah boleh, ngawur jangan...kata @ganjarpranowo",0,0,0,0,0,1,0,0
@OfficialiNewsTV @ganjarpranowo @TajYasinMZ @sudirmansaid @idafauziyah Sudirman-Ida...adlh pasangan cocok untuk mem…,0,0,0,0,0,0,0,1
TETEP @ganjarpranowo \nTETEP COOL\nTETEP SEMANGAT\nTETEP NO. 1\n#DebatPilgubJateng \n#KamiGanjarYasin\n#KandangBant3ng,0,0,0,0,0,0,0,1
"\Ini calonnya dua, tapi yg menang SATU\ kata pak @ganjarpranowo \nCerdas banget pak kata-katanya,,,…",0,0,0,0,0,0,0,1
@prastow @angkusanang @sudirmansaid @ganjarpranowo saya asli jateng om yang jelas pilih pak ganjar..ng kotaku koyok…,0,0,0,0,0,0,0,1
@OfficialiNewsTV @ganjarpranowo @TajYasinMZ @sudirmansaid @idafauziyah Pak Dirman Manteb \nApik  mimpin Jateng,0,0,0,0,0,0,0,1
Penurunan angka kemiskinan untuk Jateng. @ganjarpranowo  @TajYasinMZ \n#KamiGanjarYasin \n#GubernurZamanNow…,0,0,0,0,0,0,0,1
@OfficialiNewsTV @ganjarpranowo @TajYasinMZ @sudirmansaid @idafauziyah Tetep putih mboten ngalih\n\n#GanjarYasin…,0,0,0,0,0,0,0,1
"14.Kita harus bangga, Jateng tetap dipercaya dalam industri karoseri,\ kata Ganjar sebelum berpamitan.…",0,0,0,0,0,0,0,1
@ganjarpranowo Meskipun calonnya dua ya nanti yang pasti menang SATU. \n#KamiGanjarYasin,1,0,0,0,0,0,0,0
keriusan @ganjarpranowo dalam bidang kesehatan di tunjukan dengan prestasi yang membanggakan untuk jawa tengah dan…,0,0,0,0,0,0,0,1
Ini air mati lagi di jomblang perbalan dari tadi pagi jam 9 jadwal aliran gak konsisten!! @PDAMKotaSMG @P3Mkotasmg @ettypdam @ganjarpranowo,0,0,0,0,0,1,0,0
@SurYosodipuro_ @OfficialiNewsTV @ganjarpranowo @TajYasinMZ @sudirmansaid @idafauziyah Inshaa Allah Pakde Dirman terbaik u Jateng mas,1,0,0,0,0,0,0,0
Wujudkan generasi milenial bersama pak @ganjarpranowo .\n\n#KamiGanjarYasin\n#KandangBant3ng,0,0,0,0,0,0,0,1
@kicaunuri @OfficialiNewsTV @ganjarpranowo @TajYasinMZ @sudirmansaid @idafauziyah kami dukung sudirman said,1,0,0,0,0,0,0,0
"14.Kita harus bangga, Jateng tetap dipercaya dalam industri karoseri,\ kata Ganjar sebelum berpamitan.…",0,0,0,0,0,0,0,1
@prastow @sudirmansaid @ganjarpranowo Jateng nyawiji dadi siji pilih nomor 1,0,0,0,0,0,0,0,1
"JaTeng adem, calone loro, tapi SING MENANG TETEP 1 !!!\n@ganjarpranowo  @TajYasinMZ \n#KamiGanjarYasin\n#KandangBant3ng #EkotrenGanjarYasinNo1",0,0,0,0,0,0,0,1
@Ganjarpranowo \nMenanggapi aspirasi rakyat jateng. \n\n#KamiGanjarYasin\n#KandangBant3ng,0,0,0,0,0,0,0,1
Satu Periode lagi @ganjarpranowo untuk Jateng \n#KamiGanjarYasin \n#KandangBant3ng\n#PDIPerjuanganM3tal…,1,0,0,0,0,0,0,0
Ini yg ikut dua  \nYang menang satu \n\nJadi yg dimaksud pak @ganjarpranowo dari perkataan itu adalah yg menang yg nom…,0,0,0,0,0,0,0,1
Monggo di cek nggih. @ganjarpranowo @TajYasinMZ \n#KamiGanjarYasin \n#KandangBant3ng \n#EkotrenGanjarYasinNo1,1,0,0,0,0,0,0,0
Wujudkan jateng sehat bersama pak @ganjarpranowo .\n\n#KamiGanjarYasin\n#KandangBant3ng,0,0,0,0,0,0,0,1
Saya telah beberapa kali ikut berkompetisi. Kami telah menunjukan keakraban kami saat ulang tahun pak Sudirman. Mak…,1,0,0,0,0,0,0,0
@Ganjarpranowo \nSama2 ayo berpeduli dengan jalan kita. \nGotong royong bersama warga. \n\n#KamiGanjarYasin…,1,0,0,0,0,0,0,0
SIAP !!!\n@ganjarpranowo  @TajYasinMZ \n#KamiGanjarYasin\n#KandangBant3ng #EkotrenGanjarYasinNo1,0,0,0,0,0,0,0,1
@CintaNKRI12 @sudirmansaid @idafauziyah @prabowo @DirmanIdaJateng Demi Jateng yg lbh baik dan barokah,1,0,0,0,0,0,0,0
cek -&gt; 3 Anggota DPRD Mempawah Kalbar Ditangkap Berjudi di F-Gerindra Polisi menangkap,0,0,0,0,0,0,0,1
@jokowi @SBYudhoyono @prabowo\n\nkata @aniesbaswedan :\n'perilaku pendukung mewakili sifat yang didukung'\n\npendukungny…,1,0,0,0,0,0,0,0
Fadli Zon: Kemenangan Mahathir Jadi Inspirasi Prabowo -,0,0,0,0,0,0,0,1
"Jokowi Bisa Keok, Buruh se-Indonesia Pilih Dukung Prabowo - Wartakota",1,0,0,0,0,0,0,0
@fadlizon @RismiatyR @Gerindra @prabowo Tak salah tuh Zon. Tun Mahatir menang krn 1) lawannya Najib beraroma Korups…,1,0,0,0,0,0,0,0
@fadlizon @Gerindra @prabowo Terserah kamu mau ngomong apa gak ada pengaruhnya.,0,0,0,0,1,0,0,0
"@kompascom Kasih Prabowo digunakan dan bemper dan sarana ataupun unt mengebangkan gol dan partai tertentu, nantinya…",1,0,0,0,0,0,0,0
@kompascom Pak @sandiuno mungkin bisa meyakinkan saya dan rakyat sehingga bisa pilih Prabowo,1,0,0,0,0,0,0,0
\Semua manusia layak diberi kesempatan\\n\n*lalu nyoblos Prabowo\n*ngaaa,1,0,0,0,0,0,0,0
"@fadlizon @Gerindra @prabowo Inspirasi capres sampe 92 thn kemudian,..asal grogol gk penuh masih bisa menampung",0,0,0,0,0,0,1,0
Kader @Gerindra \nBero @prabowo\nJudiiiii #ngeeek meracuni ke imanan\nRomah,0,0,0,0,0,1,0,0
@fadlizon @Gerindra @prabowo Probowo lagi-lagi melewatkan momen politik yg bagus. Coba dia beri sambut kemenangan M…,0,0,0,1,0,0,0,0
"@hanjenif @prabowo Gerombolan itu2 aja yg pasti.\nUdah mulai jenuh liat tingkah mereka, mirip parade badut.",0,0,0,0,1,0,0,0
Rizal Ramli Masuk Radar Prabowo #news #teropongsenayan #connectsindonesia,0,0,0,0,0,0,1,0
"@RustamIbrahim Ada. Kamu bantah terus. Habib Rizieq Shihab, Ustadz Abdul Shomad, TGB, Mbah Maimoen Zubair, KH. Shol…",0,0,0,0,1,0,0,0
@VIVAcoid Dipimpin Prabowo negeri ini cepat tumbang.,0,0,0,1,0,0,0,0
@liputan6dotcom Beda kualitas oposisi Indonesia n oposisi Malaysia. Juga Mahathir dengan Prabowo juga beda jauh kualitasnya.,1,0,0,0,0,0,0,0
"Cak Imin mengungkapkan, pencalonan dirinya sebagai cawapres merupakan harga mati.",0,0,0,0,0,0,0,1
@HaedarNs Amien Rais bilang 80 persen warga Muh dukung capres Prabowo. Rektor UMS mengklaim bahwa mayoritas tokoh s…,1,0,0,0,0,0,0,0
"@DaulatDalimunte Banyak yg bilang pemerintahan ini lumayan dari sebelumnya.Ada yg bilang lebih tdk korup dari ORBA,…",0,1,0,0,0,0,0,0
"@Ricab_Meong Mayoritas PNS kok milih Prabowo?@asmanabnur2016\nHanya ada 2 kemungkinan, kenapa mereka pilih Prabowo…",0,0,0,0,0,0,1,0
Fadli zon pertanda oposisi menang ngomong enteng berbuat adalah berat beda peta politik antara Malaysia dng Indones…,0,0,0,0,0,0,0,1
Baru-baru ini Cak Imin mengklaim Prabowo akan menang jika memilihnya sebagai wakil. Sebelumnya Cak Imin juga pernah…,1,0,0,0,0,0,0,0
@capybee1 @MardaniAliSera @fadlizon @Gerindra @PKSejahtera @hnurwahid @msi_sohibuliman @prabowo meng inspirasi mant…,0,0,0,0,0,0,0,1
@BANGJAR14680450 @mohmahfudmd @fadlizon @Fahrihamzah @jokowi @prabowo Udah tumbang juga untuk apa nyalon lagi ngibul low...,0,0,0,0,0,1,0,0
Aneh ya ... katanya gak suka sama pak Jokowi tapi kok follow dan ngtwit .... he he kayaknya sih sama Prabowo dan be…,0,0,0,0,0,1,0,0
"@MardaniAliSera Banyak yg bilang pemerintahan ini lumayan dari sebelumnya.Ada yg bilang lebih tdk korup dari ORBA,a…",1,0,0,0,0,0,0,0
"@carina_niken Kamu ternyata jelek juga, kok menghina prabowo mulu hidupmu,,, kalian semua hanya punya modal tempuru…",0,0,0,0,0,1,0,0
@RoniSya24607674 @asmanadia @prabowo @212movie Ada yg mau dan brani buat film ini .. #MenolakLupa jleb jleb,0,0,0,0,0,0,1,0
@RokhmatLabib @dhory_hizkia Banyak yg bilang pemerintahan ini lumayan dari sebelumnya.Ada yg bilang lebih tdk korup…,0,0,0,0,0,0,0,1
@VIVAcoid prabowo menang insya Allah,1,0,0,0,0,0,0,0
@ustadtengkuzul barrti harus prabowo y pk yg jadi presiden thn dpan klo ingin jdi macan asia,0,0,0,0,0,0,0,1
"@roseaneft Lu pan yg ngetik makaut duluan, mangkanya gue nanya soalnye gk ngerti",0,0,0,0,0,1,0,0
Teringin nak masuk Istana. Nak join kerabat kerabat pakai cem cem. Hihihu,0,0,0,0,0,0,0,1
Yeahh tv3 dah neutral. Yeke yeke?,1,0,0,0,0,0,0,0
@SF92OKS pinter pan socun wkwk,0,0,0,0,0,0,0,1
@rlbbhkr Seneng pan lu?wkwk,0,0,0,0,0,0,0,1
Saya suka video @YouTube Akhirnya! PAN usung TGB-GATOT maju di 2019 ?,0,0,0,0,0,0,0,1
"GANTENG2 SEMUAAAAAAAAAAAAA\n\naku aku aku suka ice bear, tapi pan pan huwa ;W;",0,0,0,0,0,0,0,1
"@wobalkincai Lah pan, FB gw d berangus jasmev bro",0,0,0,1,0,0,0,0
@PEALJB94 @ENASEULGI94 lu pan sibuk menata masa depan hyung wkwk yok mo masuk agency mana dah biar brg,0,0,0,0,0,0,0,1
Ketum PAN Senang Oposisi Menang #PAN,0,0,0,0,0,0,0,1
@nctyugkei Hah siamah sok kitu jdi eraa pan,0,0,0,0,1,0,0,0
"Acara sore ini benar-benar mencerahkan bahkan bagi yg awam ekonomi.\nAlhamdulillah, SekBer PAN-Gerindra-PKS sudah mu…",0,0,0,0,0,0,0,1
Selamat atas terpilihnya (kembali) Dr. Mahatir Mohammad sebagai PM Malaysia. Kemenangannya tidak lepas dari 1. Bers…,0,0,0,0,0,0,0,1
Kalau di sini PAN oposisi atau partai pemerintah mas? Atau partai pemerintah rasa oposisi?,0,0,0,0,0,0,0,1
@druxterz napa kesel dah pan dah baik dikasi makan:(,0,0,0,0,0,0,0,1
"@jionancy @PLAYMFS Maaf Pan, tadi Ciyo khilap :'(",0,0,0,1,0,0,0,0
"/krt/ pd48 stans, ada yang mau bermutuals?",0,0,0,0,0,0,0,1
"Whoever send this, thankchu. Jadi aku tinggal memfollow.",0,0,0,0,0,0,0,1
TOKOTAMZ Pindah ke RUKO ZAMRUD A3 di Jl.Topaz Raya Panakukang PER TANGGAL 26 OKT 2017,0,0,0,0,0,0,1,0
“yang ni sama dengan Najib” shwjsjajsjajajah tergelak,0,0,0,0,0,0,0,1
@hmetromy Syukur jika ia benar,0,0,0,0,0,0,0,1
"@sudirmansaid @tukangcucimobil @MataNajwa Njenengan siap2 tak coblos,ya pak....hehehe..sehat selalu pak @sudirmansaid .",0,0,0,0,0,0,0,1
@roman_zzq @sudirmansaid Siapa yg bilang bom bunuh diri mati jihad? Bisa dishare di sini linknya?,0,0,0,0,0,1,0,0
@sudirmansaid Sekarang saya dengar sudah dibuat E-KTP bagi Penganut Aliran Kepercayaan diluar 6 Agama Resmi. Tapi t…,1,0,0,0,0,0,0,0
7. Sebagai pendatang baru Pak @sudirmansaid menuai kenaikan popularitas atau tingkat pengenalan berpuluh kali lipat…,0,0,0,0,0,0,0,1
"4. Lebih lanjut Pak @sudirmansaid menyampaikan, media sosial memberi dampak yang positif bagi mereka yang membangun…",0,0,0,0,0,0,0,1
@sudirmansaid Semua org di Indonesia punya agama pak. Cuma tidak menjalankan agamanya. Agama yg dianut hanya ktp. Dasar binatang yg bom itu.,0,0,0,0,0,1,0,0
"@sudirmansaid Pak, semoga jateng ndak begitu. mari Jaga bareng! *tabik",1,0,0,0,0,0,0,0
"@sudirmansaid Umat islam tidak diajarkan unt. menyakiti  sesama, apalagi membunuh.\nSyariat melarang kami melakukan…",1,0,0,0,0,0,0,0
"@sudirmansaid @mice_cartoon Selama masih ada orang yang dengan mudah melabeli, membenci dan menghalalkan darah mere…",0,0,0,0,1,0,0,0
"Pelaku bom Surabaya dan perancangnya pasti bukan orang beragama. Agama adalah pembawa damai dan penyebar manfaat, b…",0,0,0,0,0,1,0,0
@sudirmansaid Pak aku gak beragama tapi yo gak pengen ngebom dan mengoyak persatuan. Aku gak terima dibilang pelaku…,0,0,0,0,0,1,0,0
"@sudirmansaid Masjid dikirim orang gila,gereja dikirim bom\nBanyaknya teror disuatu negara indikasi kepemimpinan yg…",0,1,0,0,0,0,0,0
@jarotdoso @sudirmansaid Monggo Daeng @saididu,0,0,0,0,0,0,0,1
@sudirmansaid untuk mengetahui beragama atau tidak. Gampang. cek saja KTPnya.,0,0,0,0,0,0,0,1
@sudirmansaid Lanjutkan sip pak..,0,0,0,0,0,0,0,1
"@sudirmansaid Sebenarnya para teroris adalah penebar kekerasan dan pengadu domba ,bersatulah semua umat beragama dalam kebhinekaan",1,0,0,0,0,0,0,0
@sudirmansaid Sepakat pak,1,0,0,0,0,0,0,0
@jarotdoso @LisraSukur @sudirmansaid Lha delusi koq ditanya ??,0,1,0,0,0,0,0,0
10. \Jangan sibuk bermedia sosial lantas lupa pekerjaan utama. Media sosial penting untuk komunikasi tetapi tidak b…,0,0,0,0,0,0,1,0
"Lelaki Jawa dikatakan sempurna jika sdh memiliki Garwo (istri), Wisma (rumah), Turangga (tunggangan/kendaraan), &amp; K…",1,0,0,0,0,0,0,0
"@sudirmansaid Justru beragama pak, jgn menutup mata. Mereka adalah orang2 yg overdosis agama.",1,0,0,0,0,0,0,0
"Pelaku bom Surabaya dan perancangnya pasti bukan orang beragama. Agama adalah pembawa damai dan penyebar manfaat, b…",1,0,0,0,0,0,0,0
@Lutfi16226347 @Yayangaja7 @sudirmansaid Hubungannya Sahwat Politik Kekuasaan!,0,0,0,0,0,1,0,0
@MataNajwa @ganjarpranowo @sudirmansaid @Moektito @Chilli_Pari @rudiantara_id Kami sedang berduka atas ledakan bom…,0,0,0,1,0,0,0,0
@teropong_desaku @sudirmansaid Teroris lah ...masa kecoa sih,0,0,0,0,0,1,0,0
@sudirmansaid Mereka ini siapa dibelakang ini semua Harus diungkap @mabespolri_,0,0,0,0,0,0,1,0
@sudirmansaid Agama mereka islam pak. Dan jg itu tanggung jawab muslim untuk menebar islam rahmatan lil alamin.,1,0,0,0,0,0,0,0
Hehe foto bareng pak @sudirmansaid. Selamat berjuang pak!,0,0,0,0,0,0,0,1
@sudirmansaid @mice_cartoon Yang pasti kumpulan orang bodoh#terorisbancipengecut,0,0,0,0,0,1,0,0
